State,StateName,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
NY,New York,7.810549441,111.2172214,352.1096215,684.5136991,1023.304371,1290.721478,1518.627566,1664.692649,1758.746689,1831.252695,1888.553258,1936.08034,1971.351158,1997.799477,2021.502079,2044.555544,2068.487255,2093.003487,2119.111097,2143.968089,2167.519407,2190.788771,2214.139612,2235.983582,2259.54883,2286.028764,2311.768473,2339.938122,2371.904352,2418.540698,2468.58367,2520.162915,2580.054983,2655.068088,2764.803369,2927.943578,3119.348843,3362.547042,3698.778542,4060.308393,4432.921047,4839.21463,5333.418699,5907.968675,6450.777829,6923.822327,7333.722294,7648.935997,7948.001345,8217.312296,8482.218603,8740.635506,8987.866746,9220.589485
OH,Ohio,0.492510116,4.092958397,16.86306046,37.87289013,60.12319169,105.5757928,140.7208425,174.9395591,211.3482646,243.6580233,277.3658365,307.3938113,332.3278952,356.3148574,389.7098151,437.8535559,497.3656654,571.2550154,651.8221249,731.079125,805.5392631,872.2692936,934.1877476,990.6311008,1056.383383,1123.34936,1184.706864,1241.649999,1300.017024,1371.155264,1458.772959,1573.750674,1716.035794,1907.64413,2193.059004,2608.189339,3093.023158,3613.728089,4211.122242,4875.482287,5387.137248,5789.991188,6226.612827,6716.235039,7115.25019,7432.710816,7695.267985,7895.49606,8052.294103,8178.190451,8291.605,8386.573817,8477.076935,8568.133646
OK,Oklahoma,0.418754648,2.772575285,13.62153021,33.94010216,52.36682301,68.71063751,84.2889675,102.073025,117.9149405,136.2226309,153.6960973,166.9350117,183.7299288,214.7061477,272.4846859,337.5923149,420.9894386,533.7524586,655.22694,819.8298648,983.2594174,1115.734485,1233.490465,1355.986688,1483.494067,1627.27652,1779.116905,1969.62702,2156.570265,2335.364854,2538.825026,2744.050689,2965.579985,3168.852387,3501.610449,3945.012486,4475.584228,4984.15859,5509.722967,6049.17246,6640.537421,7121.370614,7700.800183,8431.402201,9001.416235,9462.678144,9872.8439,10230.20613,10462.6276,10607.85409,10735.50956,10848.40981,10936.392,11001.18525
OR,Oregon,1.280307426,4.721489273,14.58127901,26.55452438,37.12559602,46.34499496,55.66966361,65.69873845,77.8886877,87.40967016,93.90272556,101.8690829,116.4164575,139.3503199,168.3976502,203.335106,247.2652989,296.4928823,352.3351503,406.24368,459.7861365,509.9383864,555.8262642,596.1761011,633.5082059,667.8868313,699.281629,736.5392864,783.9004661,831.9729277,889.7695613,945.0769453,1007.625653,1090.821927,1213.771982,1370.3863,1568.867618,1785.209225,2032.948712,2255.180207,2461.936342,2620.586111,2807.128325,3003.503063,3171.463749,3290.169823,3400.066434,3498.518044,3570.635153,3634.830005,3694.858878,3739.808575,3790.522975,3838.151596
PA,Pennsylvania,0.740978609,6.134124939,33.98136024,103.298714,189.5475773,267.0801389,343.8070444,414.0104323,472.5995312,520.7159606,564.9233881,599.7148568,628.4358626,653.6908444,677.2876465,708.0160747,744.7134973,786.583163,832.1407713,882.8951501,929.2986426,971.1671366,1013.277781,1048.531287,1085.906026,1129.715078,1172.631378,1216.97605,1265.240893,1321.896152,1392.586027,1472.767786,1573.965264,1700.446704,1878.2472,2155.339221,2503.898886,2879.687602,3385.486193,3948.618531,4449.608807,4861.820378,5266.59123,5720.370014,6074.813843,6361.374236,6653.970488,6865.443253,7045.87834,7191.896978,7331.61183,7468.01251,7606.466464,7771.803506
RI,Rhode Island,2.441094207,9.709626841,38.5005678,106.8974599,278.1053862,486.2903203,725.0871044,917.6418615,1078.23773,1213.669372,1333.350954,1416.338717,1473.583604,1518.16614,1554.157648,1582.544572,1612.359715,1650.07868,1692.111565,1748.520098,1817.726913,1882.131776,1940.994618,2006.370822,2066.21822,2117.475535,2183.809863,2256.400793,2308.467085,2401.231497,2518.202954,2680.672594,2927.358096,3211.599257,3593.63522,4125.128261,4728.375879,5343.086068,6160.613804,6948.406634,7538.047936,8016.786535,8663.726529,9449.268002,9999.289194,10520.06162,10915.69069,11226.24205,11484.29478,11699.50565,11938.66586,12168.19762,12400.23845,12643.59269
SC,South Carolina,0.779612152,5.587997314,18.95890896,43.44774248,67.06257135,87.21731291,108.5902227,130.5430832,151.186102,173.2360741,198.75701,234.7465794,288.2356643,375.6860451,500.3830083,677.7199122,896.4706527,1133.850317,1387.553086,1608.606926,1805.757515,1965.222966,2079.787108,2187.483904,2310.038779,2433.023664,2570.977724,2704.064937,2845.13764,2955.653392,3073.044842,3200.247091,3331.567067,3472.731249,3626.192676,3819.944165,4031.703062,4229.785729,4550.603704,4942.202266,5360.742314,5770.464431,6289.465097,6943.076271,7593.269115,8170.656012,8649.305438,9093.724375,9482.184678,9812.308666,10053.96124,10225.87951,10375.6977,10529.86105
SD,South Dakota,1.178985349,3.132280348,11.57847261,33.701121,100.5065229,191.211529,254.9004758,303.7972823,401.3648197,456.9794689,518.8281586,570.4695255,619.2058183,670.5736335,714.6742417,759.6305469,806.0405196,852.5646605,900.0880565,955.3635921,1019.375827,1090.669964,1170.361687,1297.094135,1524.057292,1723.052611,1904.914775,2147.784627,2462.417723,2805.71384,3281.60342,3827.769796,4521.790882,5418.084256,6379.794927,7490.618419,8354.146626,9110.952356,9785.545617,10334.42603,10754.814,11055.09128,11385.50108,11703.4281,11944.34353,12123.96076,12248.0289,12360.4044,12484.43864,12597.89704,12722.3676,12848.69537,12968.22504,13115.2071
TN,Tennessee,0.993678006,8.283725089,28.11262387,55.0160239,79.48677249,104.6602415,141.0858766,191.8470667,226.0469568,261.658877,300.9378587,346.9254115,399.9562758,452.45384,519.483469,613.5421355,759.175707,932.3026474,1145.430326,1370.075795,1585.171794,1768.461164,1929.670704,2077.341857,2226.876779,2374.803014,2509.019246,2658.353265,2794.3539,2937.445876,3127.349515,3330.402769,3593.302206,3818.083563,4115.18494,4535.288016,4920.377486,5351.548665,5858.520664,6621.612365,7499.34238,8129.39764,8756.235674,9433.738692,9879.354224,10202.39886,10474.57775,10709.15751,10902.24923,11028.15231,11161.49625,11280.19289,11400.27227,11525.82816
TX,Texas,0.401056964,2.872821833,11.37158067,28.49815117,50.30221361,69.93996837,90.20739877,115.0986238,142.4616138,172.6151725,197.0023604,229.2769101,269.2441385,321.9841466,416.9395301,555.069977,730.9156428,955.5066459,1198.830379,1399.301197,1603.817935,1786.447323,1962.484637,2098.58183,2211.096811,2304.29084,2400.178356,2541.622584,2671.87705,2784.847268,2892.04477,3017.719275,3167.914988,3338.47811,3550.834375,3806.982585,4100.264138,4362.23783,4700.65631,5178.270458,5570.694196,5911.530779,6347.17638,6888.669084,7408.061062,7844.806336,8301.303692,8652.244193,8867.767425,8999.588597,9182.268716,9317.015441,9427.012375,9517.240949
UT,Utah,1.305693961,7.735597285,24.90456831,51.38214537,74.14757149,99.8674967,131.9196945,165.2682287,198.180076,230.5663393,265.1981093,313.438604,386.1516589,460.6067827,562.6711267,680.0731638,802.9737133,941.4034744,1076.517846,1198.785823,1297.967409,1388.138584,1466.394756,1546.130361,1628.414658,1717.124491,1826.318373,2009.784907,2225.494844,2449.470642,2709.499937,2983.160104,3309.115715,3685.91853,4215.356845,4874.941281,5577.517235,6142.220204,6789.185323,7362.02065,7898.909156,8350.563856,8940.732848,9626.447383,10142.95883,10531.66355,10841.01195,11085.96214,11289.78327,11457.77861,11594.14097,11708.68645,11817.55531,11915.17263
VA,Virginia,0.681153659,3.387491727,12.91907381,35.06183982,67.23164696,107.0534785,160.0171003,225.740696,292.9741003,366.6577276,444.6327165,530.8054496,596.5374806,642.3846048,684.7839012,728.8317207,775.6746836,839.2259451,918.2000532,1005.048902,1089.136232,1181.272164,1258.403736,1332.582822,1413.533612,1494.969784,1577.103864,1653.758371,1719.011697,1786.358861,1871.500608,1956.459824,2044.645908,2149.598987,2267.399206,2398.448179,2588.554603,2786.480471,3035.010056,3341.922501,3644.647385,3952.470377,4312.590717,4723.463682,5195.350628,5605.190967,5946.025543,6226.160823,6460.341896,6624.576666,6762.082774,6875.501185,6983.481965,7101.43109
VT,Vermont,1.876635646,13.30151653,42.07926742,85.0063062,117.7681017,129.9478036,136.5873437,144.1195277,148.3535767,150.7574653,154.2158596,158.4274723,171.7065525,180.7724175,186.6330977,193.5242448,200.4618671,208.45079,217.2890868,224.3853658,228.9415358,234.826255,243.868081,250.7367918,259.6888727,264.6344727,270.9294555,275.1186319,279.6058905,289.2454835,300.4860663,312.2314656,334.0026827,356.1424961,392.1319126,482.1062551,589.8453338,678.8581209,815.7195079,935.4107204,1044.707519,1139.810157,1267.559204,1457.030493,1632.309223,1786.936949,1936.045347,2078.791453,2211.050195,2335.4354,2451.692257,2592.12422,2715.3187,2854.971802
WA,Washington,10.78898942,28.63940439,66.83521357,109.2333142,138.3998436,160.2968026,183.7245776,211.6172873,237.8684769,259.1068581,279.478648,304.7861605,333.7031788,362.2413342,399.4559083,447.6509388,503.3256541,569.6806245,653.0585525,729.964295,800.7185393,866.118539,924.9356491,975.1005037,1020.192536,1060.283185,1100.516317,1141.209207,1189.057154,1238.244582,1294.585361,1356.638498,1422.406198,1507.435101,1633.757165,1816.297878,2030.481584,2261.540116,2509.649709,2783.329588,3026.289536,3202.832791,3420.545239,3683.679994,3871.445469,4028.179647,4172.954236,4281.960495,4365.01025,4442.831436,4514.876309,4576.835682,4640.712483,4710.60552
WI,Wisconsin,1.126161327,7.740920721,22.06740343,41.59772356,59.37877527,78.23188721,106.3031371,144.2499821,181.8335768,224.2680638,274.3010913,327.6784245,379.4902613,439.6860488,480.2041552,536.5403884,607.4876933,699.9993474,805.9687753,917.588761,1023.612118,1124.667107,1217.338144,1303.833757,1390.834658,1496.742771,1646.7905,1870.18247,2140.768964,2440.339212,2774.298687,3155.550754,3661.669501,4241.208574,4958.196349,5783.354521,6551.820596,7088.760989,7634.74279,8105.456584,8503.191449,8783.278093,9099.503232,9493.778719,9784.118807,10008.25668,10189.38128,10332.66208,10439.80679,10527.37687,10612.52047,10684.85637,10753.35504,10823.35772
WV,West Virginia,0.47819738,5.133507463,14.07752824,30.31503554,44.32058308,55.92677386,64.48745555,73.51908075,80.75732627,93.03310499,109.1032153,117.9350801,125.3407226,137.2415321,152.4506639,175.7188445,220.9958223,267.1175969,316.7787017,367.6757543,413.956556,462.0234836,504.9730854,547.7787257,616.2362797,683.1392737,760.3332762,833.517563,906.4066731,983.8874824,1085.768634,1192.050094,1337.613488,1515.859469,1777.309562,2141.645189,2511.297343,2922.408709,3392.706625,3887.49193,4376.801122,4881.798201,5460.425958,5948.30837,6334.198032,6660.39114,6895.910882,7074.826451,7199.433417,7318.045897,7418.101863,7522.078825,7648.981919,7797.256029
WY,Wyoming,1.67772769,5.973125256,18.66061694,37.59250396,63.14027082,74.12411729,89.13209125,103.5957972,115.8150456,131.833803,144.5955916,156.7388153,166.3162042,186.6804663,213.2891238,251.2271947,289.3380492,329.6708993,379.2096538,438.1046342,491.5932193,527.8034553,574.7521853,624.2166429,664.5996002,703.7713452,764.0727833,859.7706472,990.3949658,1147.109591,1350.648543,1612.069963,1982.740657,2450.761025,3145.079385,4067.964386,5026.024649,5748.408232,6382.202264,6856.888619,7265.150088,7532.841822,7817.984688,8211.041211,8577.910667,8813.834428,8990.839019,9115.267322,9201.361879,9310.438369,9414.058356,9485.640828,9554.828521,9628.458478
