state,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
AL,0.0,0.0779172846509784,1.9137578686205223,7.596251768517316,14.529523132548238,23.551524513187843,32.12379279470162,42.80529564141645,57.15847965607037,68.3484953078758,77.3513591098292,87.15390030688475,97.69870616298383,106.89704666151775,116.99348638839716,128.5143087574927,140.3290296564121,157.5528504739968,179.52279080576042,204.10774456800334,224.92532926887614,247.49947029916137,262.9653678174275,277.33905638067375,297.8627425517227,311.5912213192627,323.561776787484,335.7278089522859,343.69587653527805,352.34606210144284,366.60219125275955,383.2792241078813,393.96072695459605,407.4349493195907,426.3579137305292,449.9477134010895,476.4860671592315,496.4834699164098,536.0476799103268,565.6917892952587,608.8483962025576,646.4988483278541,672.8417253894156,750.8369273250449,843.1866802452344,934.8707188211251,1073.462329726811,1181.2178334893956,1268.0600646576765,1319.7506646891168,1362.5368227518472,1391.3607501930846,1413.3101859762558,1428.9524226124163
AK,0.0,0.0,0.03487529024501421,0.07872433938348236,0.1282839623632394,0.1427643460322219,0.1427643460322219,0.1486788689392711,0.16315925260825362,0.16315925260825362,0.16315925260825362,0.16315925260825362,0.17192906243594724,0.20394906576031702,0.20394906576031702,0.24473887891238044,0.291443214971493,0.3059235986404755,0.32917379213715164,0.3875032249446024,0.45745775450039106,0.4923330447454053,0.5361820938838734,0.6350973907776272,0.7138217301611096,0.7894868335581873,0.8333358826966553,0.8594413631139759,1.0401402353776168,1.107239478012761,1.168424197740856,1.2877344012106418,1.3432085470974477,1.5936579998511171,1.6986917687176806,1.8938710246503039,2.0890502805829274,2.3717236857267268,2.8436618238961002,3.4379694015216637,3.703103187010076,3.942131492081167,4.23928528089395,4.402444533502203,4.632499079679841,5.10158193092857,5.299820422847598,5.4862298689525275,5.576579305084349,5.681409124885151,5.821318183996729,5.943687623452918,5.96979310387024,6.057287253081416
AZ,0.0,0.12293707609904421,0.7386165569400797,2.2297670756616403,4.132475137550351,6.81654607124916,9.571860863064666,12.67709897660683,18.494905567094484,23.243060185485866,26.864236378505698,30.949657433020832,35.342586861174546,40.294200683675946,46.074231461022656,54.18807848355957,62.66145846449935,75.8783539288834,93.98522899432832,111.71335182801798,126.8187065826674,139.51502483262664,150.56842657773666,159.22173872126885,167.12715603796667,173.11561652115245,176.96411032658187,182.1334321248166,186.59727404430507,189.35258883612056,191.01406188075833,193.31474144775473,195.03784871383297,199.0284988687138,204.74689542462,209.37642073507755,215.04279270621947,221.39078614780814,231.78642483077095,246.16774316688557,266.6839861038026,283.9385858061027,306.6845958186814,342.9314826277651,376.25273211911707,410.3218764373034,441.2006213789895,471.60120405433884,497.59460852991117,516.4162417439966,530.9536338344041,541.761161427316,549.0084843150848,555.9009133793977
AR,0.0,0.013738684990775159,0.10015501358275092,0.22572659439843587,0.41023713382454624,0.56520950052049,0.7321345231584082,1.0794484797252042,1.2776977041420898,1.3994224531603578,1.6192414130127604,1.8841232596349053,2.182527497634542,2.5651498746276302,3.1539899133322535,3.6564136234449007,4.045081021833931,4.480734722891411,5.044020807513192,5.7034776870704,6.6004764301181105,7.607247266242114,8.400244163909655,9.621063712189937,11.039995098037195,12.447248601642295,14.46092766074021,16.51788357755907,18.23521920140596,19.870122715308206,21.83860150078647,23.58739871326224,25.22024142441587,27.151625760419037,28.849315064729133,30.484218578631374,32.71373237893436,34.240787215659026,37.16712711869413,41.064929437426954,45.10602624061356,48.70171487639924,52.30908139442706,56.200976078613856,59.92622051386253,63.95165521615965,67.44718883836258,70.29109663145304,72.4755475449863,73.72769129504555,72.82478491745181,73.38614758617487,75.2919779680952,76.19667037473775
CA,0.02783948653053512,0.11895053335774096,0.41506143554616004,1.027884459955594,1.9021202628867528,3.2120187213966678,4.602196135610998,5.899440282061579,7.20427701574776,8.539129777638681,9.73225424446506,10.901866999485197,11.964829212469265,13.051303137259575,14.16306037754444,15.258923801882775,16.47264948874175,18.135805722700034,19.84522612154725,21.822183985952904,24.246395855783668,26.674555870976935,28.91112960159189,31.156713202393092,33.145971058120416,34.98808457322181,36.723167916925355,38.30027482888017,39.78804229769608,41.05744695761612,42.115727075138246,43.14361153509384,44.110400976426966,44.86639488747571,45.64083878550695,46.43155612884651,47.62865404965952,48.78961125523107,50.97736464992112,54.077291475096196,58.46074517244955,62.65944591373662,68.8705619018196,77.4841496516154,86.32771686877754,95.6073010622561,105.01342837632801,113.01928013516223,119.72859638902119,126.17541159352132,132.96789198623424,137.8181126382082,143.0472287018627,146.29070604303888
CO,0.047058937933602094,0.20334323365405188,1.0368594774964506,2.7882854848702907,5.415424495931052,8.022593846983089,12.39855412715568,15.129882668696741,17.464075449890395,21.4507141845016,23.5244331394945,25.459406369731138,26.865965031215186,27.98982276666268,28.74884349621167,29.254857315910993,29.604760489107328,30.098445214366485,30.616788128505977,31.361048674570252,32.12753632047033,32.49723550445792,33.01818315685942,33.467240033229515,33.89632724959088,34.39001197485003,34.757106420575624,35.25079114583478,35.660082351404895,36.218190936344364,37.379209604329844,38.344178305794884,39.2198913094818,40.50732660778338,42.524262268664515,45.404234540357464,49.490026978142424,54.05943248657344,61.191553146384905,70.35033382325567,77.34839728718246,82.11367911291644,87.37525040217159,92.04398326299382,94.95642793835313,97.32795530130223,99.52079761947762,101.39620916812301,102.9342202872297,104.13239988775315,105.0206156350977,105.64818390702403,106.37004370403504,106.80920257500951
CT,0.01991424533284417,0.31666454902508545,1.5866885330690066,6.747563379890595,18.463871211490126,36.80741550399729,56.404996287816374,71.78356188435882,84.80972219066796,96.42169059601653,104.76014974390561,110.81464128974751,114.64126169926853,117.82249227060824,119.70172387244,121.11226950312836,121.69735564065388,122.43446320029777,123.4764550511642,123.95720176243876,124.38998599551732,124.6584075840178,124.95880415798223,125.13915429529234,125.25948121427531,125.40757588379282,125.7562154182819,126.06867273237751,126.33737480320659,126.72191607576052,127.14656632130878,127.71959171870314,128.73325485437778,129.86724490903538,131.66653904720715,133.54969740163978,136.58676005606281,140.8220432184001,146.31557010697875,152.49010808947497,158.86911768954366,164.92360923538553,172.57685005442758,180.01355851576605,186.8573273343773,193.52467276827926,199.27063375262637,203.95861539337506,208.40229692588565,212.01266546003166,214.55299391044818,216.72869533364354,218.41972329296348,219.96237610043735
DE,0.0,0.019837080888531193,1.0726193023298654,2.3280231357040533,5.708828492849441,10.72760995764783,18.014903315484684,25.666348801060998,32.93380507800932,42.00218491276644,47.12298565070584,52.325968580897744,56.89983266005336,59.89523187422157,65.84635614078093,71.98026493838461,72.74966028998978,73.43829038369165,74.30828807408865,82.1212640754716,83.01251578110632,83.72098295569671,84.10497216432472,85.31928490157266,85.70469104454983,86.29130186511068,87.32424700566348,88.5782339046885,89.83363773806269,91.55379603796817,92.99198440238668,94.428755832456,96.89847240307815,100.64342988796298,102.16096657593565,104.54991788865448,106.67531941242568,109.36749467586918,112.58535258285879,116.55276876056503,123.00973858978192,128.04977406981803,132.98920721106228,138.94033147762167,144.20282565047916,149.08133061470866,156.3289498107684,172.80506242304273,183.1897742681888,194.95032936638947,202.21636870898863,209.15934701997455,213.85648438750886,216.8717206825656
DC,0.0,0.1612300310958302,0.7773957550289392,2.420504352183897,5.970645864911827,11.090983030795963,19.071356098602948,26.49512612912369,33.889114816321,40.15346634297427,44.81886781602113,48.03114512345907,50.43727227541787,53.06316520224613,55.01435666136764,56.5260165707502,57.58171384442226,58.462830829646606,59.459992359545026,59.79785656483501,60.19322957102543,60.75085955118489,61.39680661844143,62.027349542599644,62.30565106124276,62.878685184500554,63.318216734239506,63.70023948307803,64.19830677659063,64.80009530029864,65.38647968090831,65.87119671706903,66.03242674816485,66.44320389745359,67.27913539625618,67.88092391996418,69.06909682428186,70.15457544127734,71.87162392530428,73.61742680978142,76.11084410596408,79.19167272562962,81.9500412831035,84.4732399226096,87.78923846024294,90.56198421794193,94.24357441844225,98.20552002333214,100.8314129501604,102.41598580354172,104.46987154998541,106.11298014714036,106.9930701894915,107.87316023184263
FL,0.021929684677673443,0.08180563902053554,0.3744807937633281,1.2125579152030774,2.44173769331471,3.887746646678838,5.262612164400746,6.690649019493999,8.190527707830672,9.40243378527263,10.54049595634773,11.618030335318846,12.748736051661309,13.792374867054196,14.91311677761954,16.15426243463173,17.710711328665585,20.232252587877394,23.822668095805437,28.098211650510475,33.83903993237276,39.059049843100325,44.70345269615696,48.7800926140403,52.470285859259754,55.62569278132048,59.301918074515946,62.487961371349314,65.78439804901232,68.70700577067313,71.83717725941052,74.70195765969198,76.72530863004795,78.40011263756513,80.03436302437264,81.93800864588295,84.17553488060683,86.61727257392155,89.76802351197428,93.08774010967728,96.2711294956261,99.28620505968576,102.84337684179668,107.54126470586729,113.0472917142062,118.69299824278507,124.28748894727597,129.83411613616462,134.95234623647733,140.01209717764957,144.32949802858653,147.96651993643465,150.6656404257115,152.6530937593658
