state,county,latitude,longitude,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
IA,BUTLER,42.75,92.79,0.57,1,1,1,3.43,8.71,11.29,13,14.57,15.43,16.14,20.14,31.14,40.29,51.86,64.43,78,91.14,107.86,119,133.71,153.29,188.86,218.57,237.86,255.29,268.71,286.86,312,334.29,362.71,418.86,533.43,720.43,863.29,988,1080,1138.29,1178,1234.71,1284.29,1378,1454.43,1504.14,1531.43,1549.43,1560,1569,1574.43,1588.57,1596.43,1603.29,1608.71,-1,-1
IA,CALHOUN,42.27,94.4,0.86,1,1.29,2.14,2.57,12.57,21.71,25.71,40.14,51.14,63.43,69,74,81.43,83.86,93.71,101.14,125.29,136.86,151.57,171,185.57,210.86,241.14,262.43,304.29,356.57,625.86,859.14,992.14,1069,1107.86,1133,1156.57,1167.71,1183.14,1207.71,1221.29,1235.86,1248.86,1258.43,1267.14,1273.86,1285.43,1296.14,1306,1317.14,-1,-1,-1,-1,-1,-1,-1,-1
IA,CARROLL,41.87,94.67,0.14,1,1,1,1,1,2.71,5.57,7.57,7.86,9.71,14.86,32.29,63.86,74.71,92.57,109.14,126.14,157.29,175.43,186.29,209.71,274.43,353.29,461.14,527.71,615,661.29,735.29,871.14,993.29,1097.86,1227.57,1402.29,1654.14,1839.43,1964,2056.43,2128.86,2235.14,2312.86,2388.71,2469.57,2525.29,2574.29,2593.43,2605.71,2622.71,2636.71,2650.57,2665.14,2691.29,2712.86,2728.57,-1
IA,CASS,41.44,94.76,0.86,1,1,1,1,4,11.29,12.29,13.14,14.86,16.14,18.86,25,29.29,31.86,38.86,51.29,83.14,98.86,108.14,114.29,119.14,124.71,149.71,180.43,206,256.43,342.14,420.71,532.29,606.86,684.14,779.57,838.14,891.57,950.29,998.86,1036.14,1079.14,1112.43,1138.29,1160.57,1193,1220.14,1237.57,1249,1279.14,1302.29,1315.86,1323.29,-1,-1,-1,-1,-1
IA,CEDAR,41.88,91.05,1.57,8.71,15.14,21.43,26.43,28.71,35.14,42.57,43,45.57,48.57,51.71,54.43,63.71,75.86,86.57,97.86,104,112.14,122.57,133.71,139.29,146.14,157.57,183.71,207.29,228.86,257,285.71,315.29,398,483.86,573.14,729.43,888.14,1021.57,1113.71,1200.29,1262.43,1326,1369.86,1422.14,1471.43,1532.71,1565.29,1596.71,1616.14,1638.86,1659.57,1701.29,1732.86,1755.43,1766.71,-1,-1
IA,CERRO GORDO,43.15,93.19,0.86,5.29,10.86,13.29,14,14,14,14.14,17.14,21.29,28.29,33.71,43.71,59.86,90.43,171.71,303.86,430.71,530.86,577,619.14,679.29,712.43,820.43,884.29,942.14,997.43,1054.71,1110.86,1181.43,1237.43,1370.86,1616,2058.71,2655.86,3220.86,3557,3817.14,3998.71,4157.71,4263.86,4372.29,4512.86,4637.43,4736.14,4813.43,4879.43,4923.71,4938.29,4974.71,5005.71,5044.86,5064.86,-1,-1
IA,CHEROKEE,42.71,95.43,0.14,1.71,3,4.57,8,13.57,28,43.57,57,65.43,69.86,75,82.86,87.71,94.43,97.14,105.57,112,125.29,137.14,145.57,157.43,188.29,245.43,289.29,328,357,393.43,438.29,519.14,621.57,731.43,848,988.71,1075,1141.86,1195.86,1255,1327.29,1377.86,1399.29,1409.14,1416,1423.86,1430.71,1441.14,1458.29,1494,1513.71,1535.86,-1,-1,-1,-1,-1
IA,CHICKASAW,43.19,92.41,1.57,2.14,3.29,4.71,5.86,7,7.71,9,12.43,15,17.14,22.29,27.29,29.29,34.57,42.14,48.43,52.86,60.29,78.43,97,119.43,166.14,201.71,241.14,279.71,300.86,315.14,337.86,376.14,439.57,565,716.71,827.14,908.43,947.57,980.14,1008.43,1035.71,1072.86,1099.57,1127,1143.86,1154.43,1166.14,1178.29,1181.14,1192.14,1200.71,1205.43,1208.43,-1,-1,-1,-1
IA,CLARKE,41.04,93.94,0.71,2,2,2,2.86,7.43,18.86,36.14,58.57,76.86,89.57,111.57,122.71,133.14,145.29,152.86,162.71,185.14,202.14,212.29,219.29,239.29,245.86,249.86,258,268,274.29,292.14,313.14,351.29,372.29,401.29,433.43,462.86,490.86,525.43,554.71,605.14,664.86,708.86,751,789.43,817.57,857.86,888.71,911.14,924,943.43,952.71,964,966.43,-1,-1,-1,-1
IA,CLAY,42.91,95.34,0.29,2,2,2.71,3,5.29,8.86,9.29,10.29,16.29,32.86,71.71,104.43,119,133.71,149.57,158.57,165.43,170.43,190.14,214.57,230.29,236.29,243.43,255,290.57,330.86,376.57,429.71,480.71,529.14,592.29,726.29,893.14,1047.14,1178.14,1298,1401.29,1484.14,1518.86,1565,1626,1669.57,1724.14,1757.14,1785.43,1811.86,1822.71,1830.86,1849.29,1897.57,1939.57,-1,-1,-1
IA,CLAYTON,42.63,91.2,0.14,1.29,4.14,6.86,7.43,11.86,17.43,24.71,29.14,30.57,34,34.14,35,35.43,38.29,44,50.43,60.14,81.43,98,105.86,124.57,160.71,181.14,195.57,217.14,234.57,263.14,291.29,319.57,355.29,436.43,588,713,865.57,1024.14,1123.29,1204.43,1263.43,1306.57,1356.86,1425,1482.43,1512.86,1541.43,1558,1571,1581.71,1588.86,1596.29,1601.71,1610.57,1618,-1,-1
IA,CLINTON,41.99,90.6,0.29,7.57,20.29,36.29,44.14,48.29,51.86,58.57,61,60.29,64.57,67,69.86,80.14,99.43,119.57,149.57,193,266.71,341.43,429.57,574.86,730.86,868.71,955.43,1024.43,1092.71,1154.29,1230.14,1306.71,1395.29,1541.29,1766.29,2300,2802.14,3156.57,3422.57,3635.57,3833,3994.29,4109.29,4260.14,4424.71,4527.29,4633.14,4746.29,4826.43,4890.29,4939,4999,5039.71,5082.57,5134.43,-1,-1
IA,CRAWFORD,41.91,95.13,0.57,4.86,6,6,15.29,72.43,199.29,385.29,475.71,527.71,576.86,619.29,641.71,664.86,677.57,681,687.86,698.29,717.71,731.57,756.71,793.29,835.71,870.14,918.57,1016.86,1100.71,1162.57,1245,1313.14,1362.14,1431.43,1521,1616.86,1696.43,1776.29,1864.14,1939.14,2025.57,2089.29,2163.57,2250.71,2300.14,2351.86,2392.86,2429.14,2456.86,2474.71,2510.71,2537.57,2569,2583.86,-1,-1,-1
IA,DALLAS,41.61,94.02,1.86,14.43,32.71,36.29,45.86,128.86,461,667.57,769.29,835.29,898.14,954.86,1010,1066.57,1143.43,1255.86,1377.86,1523.14,1646.71,1758,1863.43,1968.57,2089.14,2329.71,2464.86,2570,2670.29,2783,2914.71,3078.14,3262.86,3419.29,3699,4307.29,5170.14,5858.29,6334.14,6731.29,7075,7445.86,7729.14,8013.57,8448.57,8797.57,9066.86,9312.14,9556.29,9772,9899.57,10058.14,10207,10354.14,10459.43,10607.14,-1
IA,DAVIS,40.74,92.41,1.57,8.57,12.86,17.57,21.86,28.29,32.71,35.71,36.57,39.71,42.43,44.43,47.57,49,55.71,64.71,75.14,81.14,91.86,105.29,113.71,125.14,132.57,142.86,153.57,170.71,202.57,253.43,323.14,418.86,461.43,497.86,549.57,598.29,623.71,646.71,674.29,686.57,700.43,713.43,729.57,742.14,748.71,753.29,763.71,771.71,776.29,783.86,-1,-1,-1,-1,-1,-1,-1
IA,DECATUR,40.64,93.81,1,2,5,8.71,9.14,11.14,12.71,15,16.71,20.57,23.29,28.57,33.29,43,48,53.57,59,66.86,73.71,99.57,121.86,147.71,172.86,217.14,259.86,293.71,317.14,346.43,371.14,391.71,414,433.57,462.14,479,496.29,509.57,526.43,535.86,549,558,569.86,576.14,577.43,580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
IA,DELAWARE,42.47,91.59,1.43,2,3.43,6.29,8,11.14,13.71,15.29,19.14,25.57,30.86,37.86,47.86,54.86,61.14,72.86,85,103.43,128.43,156.57,198.43,246.86,275.29,318.29,390,481.71,552,645.29,742.14,848.86,985,1153.43,1309.71,1414.71,1483.71,1530.86,1571.71,1599.14,1635.43,1677.86,1714.43,1752.57,1783.14,1811.57,1831.86,1842.57,1847.14,1857.14,1873.71,1893.43,1923.71,-1,-1,-1,-1
IA,DES MOINES,40.8,91.12,0.86,1.43,4,10,15.86,17.57,34.71,40.14,53.43,62.43,67.86,67.14,73.14,82.43,88.57,99.57,112.57,127,138.14,167.14,239.71,399.71,542.43,615,679.86,731.86,782.43,876.14,990.14,1173.57,1354.43,1584.14,1923.29,2290.57,2617.57,2864.86,3068,3233.71,3348.71,3440,3557.29,3697.14,3795.14,3920.71,4027.71,4086.29,4149.14,4184.86,4239.71,4279.29,4309.14,4327,4345,-1,-1
IA,DICKINSON,43.36,95.13,1,1,1,1.71,5.29,6,6,6.71,10.86,24.14,65.43,151.86,208.71,242.57,270.86,306.71,339.29,359.86,375,381.57,390.86,404.71,425.29,442.71,455,489.71,535.86,583.86,639,688.29,750.29,854.14,976,1121.43,1283,1406.29,1500.71,1578.14,1645.86,1681.43,1741.57,1812.71,1853.14,1891.57,1914.14,1937.71,1974.71,1991.57,2015.71,2047.14,2111.14,2179.57,-1,-1,-1
IA,DUBUQUE,42.5,90.69,1.71,12.86,24,32.57,42.43,69.71,125.29,185.29,258,311.57,342.43,362.29,382.71,415.86,494.86,658.71,924.14,1160.43,1333.86,1495.43,1655.57,1781.43,1890.14,2002.71,2153.71,2358.14,2715,3219.86,3651,4082.14,4570.29,5085.43,5735.86,6651.14,7676.86,8557.14,9182.86,9584.86,9921.43,10213.14,10442.86,10681.29,11038.57,11293.71,11577.29,11806.14,11962.71,12108.86,12197.57,12331.29,12432.57,12502.57,12560.43,12669.71,-1
IA,EMMET,43.39,94.47,1.14,6.71,14.71,28.43,38.29,52.86,71.71,83,95.14,111.71,137.29,175.43,190,197.29,211,219.43,227.57,234.86,248.71,264.43,294.71,342.14,386.57,423.57,465.29,510.57,606.29,689.29,756.43,796.71,871,924.71,981,1020.43,1070.57,1101.57,1111.86,1113.29,1122.71,1132.14,1136,1141.71,1151.43,1163.86,1183.71,1216,-1,-1,-1,-1,-1,-1,-1,-1,-1
IA,FAYETTE,42.74,91.67,1.29,2.43,3.43,5.43,9.14,19.71,23.71,24.43,25.43,26.29,27.43,28,28.14,30.14,39.29,54.14,62.57,68,75.14,81.43,92.14,114.86,132.57,149.71,165,178.43,212.29,242.57,272,316.86,356.86,411.71,528,728.43,900.71,1014.29,1098.86,1161.29,1215.71,1307.14,1402,1488.43,1568.14,1640,1683,1712,1738,1754.43,1763,1783.57,1799,1805.14,1813.57,-1,-1
IA,FLOYD,43.12,92.73,0.71,3.43,10.29,15.71,18.71,19,20,32.29,60,71.29,79.29,91.14,95.43,116.43,148.29,175.29,182,210.43,234.14,258.14,293.29,342.86,371.14,389.71,410.43,430.14,478,568.86,728.43,912.14,1043.29,1139,1187.29,1227.71,1255.71,1290.29,1336.86,1379.43,1411.43,1431.57,1446.14,1460,1462,1468.43,1479.86,1494.57,1506.43,1517.29,-1,-1,-1,-1,-1,-1,-1
IA,FRANKLIN,42.6,93.2,1,1,1.29,2.43,5.71,6.86,7.14,10.57,19.43,40.57,55.71,69.14,82.29,100.29,123.71,157.57,195.86,231.29,254.29,271.29,286.43,303.43,316.43,330,346.14,353.29,358,365.43,377,395.86,441.71,536,638.86,717.29,761.43,794.29,831.57,861.57,900.14,955.43,999.57,1028.57,1046.86,1067.43,1079,1081.71,1085.43,1090,1098.86,1103.86,1108.14,-1,-1,-1,-1
IA,FREMONT,40.71,95.48,1,3.14,4,4,4,4,4.14,6.29,7.14,9.86,13.14,21.29,33,39.71,45.29,52.14,57.29,62.29,65.57,82,116,138.86,162.14,176.71,197.71,221,249,286.86,336.71,358.71,392.14,419.86,440.14,455,471.29,484,504.14,523.57,531.57,537.43,540.57,547.29,553.57,559.43,565,569.57,581.29,-1,-1,-1,-1,-1,-1,-1,-1
IA,GREENE,42.15,94.47,1,1,1.14,6.86,12.43,13.14,13,13,14,18.43,26,28,28.71,29.86,33.86,37,37.57,39.86,42.14,44.43,52.71,62.29,69.29,81.57,99.57,119.71,146.29,164.57,182.29,199.57,255.86,370.29,466.57,518.86,546.14,574.43,608.86,632.14,648.14,665.43,683.71,695.86,700.86,712.14,716.86,722,723.57,730.14,738.29,745.71,752.14,-1,-1,-1,-1
IA,GRUNDY,42.22,92.82,0.86,1,4.43,9.29,15.29,16,17.57,19.29,20,20.71,23.86,26.14,31.29,39.14,48.29,57.29,66.29,73.71,80.29,93.43,113.57,129.57,146.14,183.86,208.43,225.14,242.86,258,281.43,315,386.86,509.43,670.86,794.71,871.29,905.71,949.86,1010,1063.57,1117.86,1170.43,1206.86,1229.86,1246,1266.29,1287.29,1296.14,1315.71,1324.43,1328.71,1331.86,-1,-1,-1,-1
IA,GUTHRIE,41.5,94.64,0.29,1,1,3.57,5.43,19.43,33,37.29,42.29,49.71,54.57,57.43,61.57,63.86,65.57,75.71,97.71,117.43,124.86,131.43,143.71,155.86,169,178.29,196.29,218.57,247.29,287.29,328.57,360.57,386.71,429.43,501.29,600.29,688.14,750,798.57,839,879.29,928.71,960.14,998.86,1023.29,1041.14,1053.71,1064.29,1069.71,1073.86,1082.71,1091.86,1105.14,1113.71,1137.43,-1,-1
IA,HAMILTON,42.47,93.64,1.71,2,3.57,7,7.86,10.86,13,29,55.71,102,135.43,172.57,185.29,193.14,207,214.43,231.14,242.71,252.29,251.43,260.86,285.14,299.71,311,319.29,336,359.71,412,453,482.71,532.29,665.43,872.71,1057,1173.57,1257.71,1341.43,1419.57,1468.29,1522.71,1559.86,1603.57,1633.71,1660.14,1690,1713.14,1725.14,1736.86,1740.86,1748.29,1754.57,-1,-1,-1,-1
IA,HANCOCK,43.09,93.8,1.43,3,3,3,3,3,3,3,5.71,13.14,16,21.86,30,38,46,53.57,63.57,82.43,104.43,116.57,122,127.14,136.71,154.86,163.57,169.43,174.14,194.29,217.57,250.14,281.29,327.71,430.14,554.86,691,810.14,878.43,955.71,1034.71,1115,1156.57,1203.14,1260.71,1296.86,1325.43,1345.71,1353.86,1359.43,1363.29,1373.43,1380.43,1389.43,1397.29,-1,-1
IA,HARDIN,42.51,93.37,0.29,1,1,1.43,3.71,7.57,10.14,11.71,12.57,14.86,21.57,37.86,47.86,56.43,66.14,83.29,96.14,115.29,148.71,170.57,186.14,200.14,218.43,236.71,253.14,266.86,290.29,313.57,333.86,394.71,443.57,498,607.43,779.43,965.86,1108.86,1206.57,1279.71,1348.14,1411.14,1447.29,1488.71,1527.71,1555,1591.57,1616.29,1641.57,1656,1669.29,1691.57,1708.71,1728.43,1745.43,-1,-1
IA,HARRISON,41.85,95.59,1.71,8.57,10.29,12,13.57,15.29,16.43,17,17.57,19,24,27.71,39.14,43.57,50.14,53.86,62.29,70.57,84,96.71,108.29,120,137,147.57,156.29,162.57,185.29,250.14,333.14,468.86,576.29,664.43,748.71,830.57,919.29,1022.57,1091.29,1169.86,1256.14,1346.29,1410.86,1467,1514,1552.57,1587.86,1615.71,1635.43,1647,1651.86,1667.86,1677,1688.14,1701.43,-1,-1
IA,HENRY,40.83,91.71,0.29,2.14,7.43,18.14,26.14,31.71,33.14,42.29,44.86,57.43,70.14,73.29,73.29,76.57,80.43,85.43,91.86,98.57,103.43,110.57,121.43,153.57,197,263.57,369.43,457.86,589.14,726.86,825.43,897.57,964.14,1041.29,1159.71,1297.86,1511.14,1671.57,1823.71,1976.43,2246,2387.29,2440.57,2490,2568.86,2629.14,2671.86,2714.29,2730.43,2757.86,2773.43,2788.43,2797,2806.57,2815.86,2829,-1
IA,HOWARD,43.36,92.55,1,1.29,4,7.57,11.57,12,12,12,12,12,12.14,14.71,23.71,35.57,37.86,42.86,46.14,48.57,50.86,69.57,104.14,136.14,156.14,175,183.86,191.71,201.14,221,252,276.43,302.14,349.57,433.29,518.14,570,602.71,634.71,670.71,703.71,760.43,802,838.29,867.57,913.29,948.57,966.86,977.71,989.86,997.86,1009.71,1017.43,-1,-1,-1,-1
IA,HUMBOLDT,42.86,94.28,0.71,4,4.29,6.71,7.29,12.86,17.71,23.43,33.57,41.57,48.14,55.29,61.43,70.43,78.86,91.86,115.43,122,106.71,152.86,156,165.43,176.29,192.43,207.14,253.86,291.14,334.71,408.57,498.14,589.57,687.71,785.14,835.14,866.29,914.57,956.29,994.29,1026.71,1050,1073.57,1090.29,1102.43,1112.43,1118.43,1126.43,1139.29,1148.29,1161.86,-1,-1,-1,-1,-1,-1
IA,IDA,42.31,95.59,0.43,5,11.14,14,15.14,18,19.86,21.29,23.29,23.29,24.86,28,29,30,33.57,36.14,41.43,50.57,69.71,96.71,124,145.14,160,176.43,192.86,246,316.14,389,435.86,496.86,571.29,629.57,665.57,684.43,705.29,724.71,740.57,761.86,782.57,795.71,800.14,803.86,806,820.14,850.71,863.86,-1,-1,-1,-1,-1,-1,-1,-1,-1
IA,IOWA,41.8,91.86,0.14,3.57,6.29,7.29,12.57,18.29,23.14,26.43,30.29,33.14,33,33.43,34.43,40.29,48.71,56,63.29,67.57,79.14,91.57,97.43,100.86,108.14,116.14,137,166.71,193,223.86,271,338.14,383,423.14,512.29,655.29,786.71,895.71,986.29,1033.71,1068.43,1109.71,1130.57,1163.29,1209,1252.14,1287.86,1320.29,1342.43,1357.43,1369.29,1388.57,1406.71,1422.14,1430.86,-1,-1
IA,JACKSON,42.15,90.59,0.43,3,4,4.43,5,5.14,7,7.86,10.29,12.14,13.86,14,17.86,23.29,31.43,62.14,93.86,121,137.57,153.43,169.57,180,206.71,235.43,263.43,300.57,349.14,400.71,450.86,522.43,617,766.71,996.14,1206.43,1350.29,1452.43,1545,1655.14,1716.57,1754.14,1794.57,1859.14,1912,1952.57,1992.57,2028.71,2061.57,2074.86,2092.71,2101.71,2113.14,2125.29,-1,-1,-1
IA,JASPER,41.82,93.15,0.14,3.29,7.71,10.71,33.14,77.57,173.14,233.86,244,253,260,270.57,280.29,293.71,310,322.43,344.86,391.57,428.43,451.14,472.14,494.14,517.57,570.43,621,674,750.57,838.43,903.71,958.43,1010.29,1083.86,1271.43,1515,1776.71,2004.71,2177.43,2354.57,2495.71,2666.71,2811,2911.43,3044.71,3186.86,3307.71,3392.57,3456.43,3575.57,3683.86,3788.14,3869.86,3915.71,3937.86,4008.71,-1
IA,JEFFERSON,40.99,92.16,2.57,3.71,5.14,6.14,6,6.86,11.43,16,27.57,37.86,45.29,47.43,51.43,61.29,62.71,65.86,70.57,76.43,84.14,91.86,103.71,117.71,122.57,126.57,133.29,138.86,151.71,171.43,192.29,236.57,281.57,364.14,500,618.57,718,786.57,844.71,911.86,981.57,1054,1155.57,1198.29,1222.86,1237,1251.57,1263.43,1267,1274.71,1284.29,1290.29,1294.14,-1,-1,-1,-1
IA,JOHNSON,41.57,91.53,5,54.71,90.29,177.71,256,412.86,475.29,541.71,564.86,588.86,610.57,621.43,634.43,715.71,959.29,1241.43,1412.86,1584.14,1714.14,1870.29,2042.57,2161.86,2400.86,3389,4366,4744.29,4948.43,5104.43,5236.14,5405.57,5579.43,5766.29,6112.43,6781,7945,8798.14,9424.14,9906.43,10239.57,10526.57,10801.71,11180.14,11582.57,11955.86,12232.29,12424,12625.57,12786.29,12895.86,12999.71,13132,13228.29,13309.14,13449,-1
IA,JONES,42.29,91,3.43,6.86,11.29,16.57,20.43,27.14,34.29,36,36,36.86,38.71,41.71,48.57,54.43,65.43,79.71,101.43,115.43,125.86,133.71,142.86,161.43,177.43,202.86,231,258.43,295.14,330.86,372,419.29,489.71,893,1602,2022.86,2259.43,2359.14,2430.29,2493.57,2543.43,2579.86,2636.71,2682.57,2723.71,2762.14,2795.57,2817.86,2831.86,2838,2846.57,2858.14,2871.14,2884.71,-1,-1,-1
IA,KEOKUK,41.48,92.39,0.71,1.71,2,2.71,2.71,2.71,6.86,10.14,13.43,14.29,14.86,15.43,16.14,18.86,20.29,22.43,23.57,26.57,29.14,34.43,41.71,46.57,59.29,72.57,79.86,89.14,109.14,124,130,137,156.57,201.43,296,418.43,513.43,593.14,670.71,713.71,750.71,772,797,826.29,843.86,861.71,868.29,881.29,897.86,903.43,912.57,922.43,926.86,930.29,933.14,-1,-1
IA,KOSSUTH,43.37,94.09,1,1,1,1,1,1.57,2,2.14,6.29,8.71,14.14,16.29,21.43,29.71,33,38.86,56.57,71.86,74.86,83,97.57,108.43,116.71,125,150.57,196.43,254.57,299.71,350.29,400.14,445.57,494.43,569.29,711.57,863.43,1015.43,1166.29,1316.86,1409.14,1464.71,1544.29,1603.14,1686.71,1765.43,1834.86,1887.29,1914.43,1937.43,1955.71,1981.29,1996.43,2025.14,2054.43,-1,-1
IA,LEE,40.53,91.56,0.71,1.43,3,5.14,12.57,17.86,18.71,21.43,26.14,31.71,38.71,43.14,46.29,53.29,54,59,75,92.43,113.57,157.29,261,406.43,492.43,549.71,596.57,640,700.14,772.14,865.71,949.29,1085.57,1329.86,1636,1876,2058.86,2349.29,2549.29,2710.43,2810.86,2918.14,3058.14,3146,3252.43,3364.29,3424.43,3460.14,3482.57,3529.71,3545,3549.71,3553.14,-1,-1,-1,-1
IA,LINN,42.14,91.61,0.86,28,126.14,222.71,323.57,523,688.43,806,878.14,916,946.71,978.14,1012.43,1065.43,1156.29,1250.86,1361.14,1518.86,1750.71,2006.43,2289.43,2499.57,2688.71,2900.29,3119.29,3427.86,3705.29,3974,4303.86,4597.86,4916.86,5351.43,6293.57,8119,10946.71,12829.43,14021.57,14853.29,15332.43,15816.57,16298.71,16656.86,17200.86,17606.86,17966.43,18389.14,18797.14,19041.86,19189.86,19315.14,19475.71,19582.43,19695.14,19806.43,-1
IA,LOUISA,41.09,91.25,9.29,91,204.71,263.71,276,283.71,308,332.43,344.14,350.86,354.86,354.86,358.71,361.29,366,370,374.14,378,378.29,378.14,382.43,395.43,400,405.71,422.86,431.14,445.57,463.86,488.71,520.71,560.86,635.86,715.14,800.14,864.71,917,959.57,1003.29,1045.29,1084.43,1123.57,1144.86,1163.43,1181,1188.86,1195.71,1202.86,1219.29,1225.29,1233.29,1239.14,-1,-1,-1,-1
IA,LUCAS,41.01,93.3,0.14,3.29,11.86,20.43,22.71,25.57,28.29,30.14,32.71,36.14,39,41.14,56.14,73.43,78.71,89,98.14,113.14,132,154.14,158.57,163.71,176.43,194.71,212.86,236.43,272.86,294.71,319.14,345.14,382,440,514.29,574.57,620.71,643.57,659.14,673.43,682.57,687.14,692.86,698.43,713.43,729.86,739.86,744.71,-1,-1,-1,-1,-1,-1,-1,-1,-1
IA,LYON,43.34,96.3,1.29,2.71,4.86,6.86,13.43,15.71,17.29,19,21.57,25.14,29.57,33.86,38.43,42.57,55.43,69.86,87.86,99.71,111.71,126,134.29,146,163.14,186,241.29,327.29,418,467.71,505.43,541.71,589,648,779.14,932.29,1027.14,1084,1134.71,1182.86,1225.86,1264.14,1305.29,1338.43,1373,1394.57,1409.71,1423.86,1438.57,1450,1455.43,1472.86,1483,1497.86,-1,-1,-1
IA,MADISON,41.49,94.12,1,1.71,3.14,3.29,7.57,10.71,14.86,22.29,27.86,29,32.71,34.43,36,44.29,53.86,68.86,83.43,97.14,117,132.71,146.57,161.14,170.57,180.86,200.71,219.43,261.57,298.57,334.71,356.29,388.71,449.86,542.86,630.29,683.43,757.29,820,875.43,922.29,983.43,1089.29,1181,1234.14,1290.43,1336,1360.57,1378.57,1403.29,1428.43,1469.86,1482.71,1498.57,-1,-1,-1
IA,MAHASKA,41.5,92.46,1.86,3.29,4.71,7.57,8.57,15.71,20.29,28.86,69.43,94.43,100.86,107.57,110.86,116,116,119.71,127.43,132,135.14,139.86,146.71,169.86,217,255.29,292.71,341.71,413.71,454.14,519.14,607.57,690.71,781.57,925.14,1068,1191.43,1281.71,1371.14,1456.14,1584.57,1677.86,1769.43,1852.86,1916.86,1981.29,2034.43,2083,2111,2119.86,2138.71,2157.86,2173.57,2181.86,-1,-1,-1
IA,MARION,41.2,92.88,0.14,2.43,3.57,5.86,10,12.71,18.86,27,31.29,34.86,40.29,44.29,55.29,68.57,78,95.14,123.43,145.86,165.43,192.57,267.86,431.43,552.71,636.86,700.29,755,791.43,847.71,903.57,974,1099,1300.86,1560.29,1842.43,2025.29,2143,2270.57,2449,2604.14,2721.14,2889.29,2997.86,3078.43,3156,3236.43,3293.57,3342.57,3370.29,3403.71,3449.29,3470.29,3495.57,-1,-1,-1
IA,MARSHALL,42.11,92.98,4.86,11.43,31.43,142.57,362.29,578.14,718.57,793.86,863.14,894,924.57,942,972.14,1008.29,1048.86,1095.86,1184,1298.57,1384.43,1440.29,1501.57,1567.29,1638.43,1710.57,1740.14,1760.57,1786.86,1828,1868.29,1921.43,2017.43,2245.86,2594.57,2982.43,3290.86,3498.57,3654,3752.29,3876.43,3958.71,4072.43,4197.14,4262.29,4315,4392,4474.86,4533.57,4568.71,4607,4646.29,4684.71,4708.86,-1,-1,-1
IA,MILLS,41.01,95.4,0.14,1,1.86,2,2.29,4.86,8.86,12.57,16.14,19.57,21.57,26,31.43,34.29,42.29,54.71,62.29,73,84.14,92.29,105.86,121.14,132.43,141.29,155.71,173.43,200,246.86,304,353.57,420.14,521,683.86,887,1008.57,1089.43,1149.57,1214,1247.86,1272.57,1315.57,1348.29,1372,1392.57,1414.57,1442.14,1459.43,1466.71,1479,1493.57,1513.43,1535.14,-1,-1,-1
IA,MITCHELL,43.41,93.01,1.14,2,2,2,2.29,3,3.29,4.43,4.29,4,5.57,8.14,11.71,29,41.29,53.14,70.71,75.71,77.14,80.29,86,94.86,119.43,149.29,172.14,186,196.43,203.43,214,240.43,291,357.86,495.29,645,749.71,827.57,880.14,924.86,977.29,1031.57,1084.86,1134.86,1162.86,1174,1181.14,1183.57,1187.43,1190.71,1201.29,1214.57,1226.43,1233.43,-1,-1,-1
IA,MONONA,42.07,95.9,1,5.43,6,6,7,8.14,11,13.86,18.57,24.14,25.86,33,54.14,65.14,73,77.43,79,83.57,88.86,90.71,92,97.86,105.86,108.14,112.86,127,147.29,168.71,188,215.57,235.71,254,284.71,316.57,362.43,418.29,456.43,488.43,517,536.14,545.71,577.29,620.29,657.43,710.14,733.14,745.57,755.57,759.14,762.86,771.57,779.71,787.29,-1,-1
IA,MONROE,41.13,92.9,0.86,8.71,21.29,33.43,38.43,44.29,47.43,49.43,50,50.71,53,60.71,65.14,67.29,73.43,79.86,92.43,109.29,122.14,134.29,149.86,160.57,169.71,206,241.29,262,282.43,327,378.43,426,446.43,475.29,511.86,574.71,629,707.86,776.14,809.29,825.71,839.29,859.71,870.57,874.71,890.71,899.71,907,912.29,-1,-1,-1,-1,-1,-1,-1,-1
IA,MONTGOMERY,41.14,94.98,0.29,1,1,1,1,1,1.86,4.86,5.14,6.14,8.43,9,9.29,10,10,10.57,16.57,25.71,40.29,48.86,60.71,66,70.57,80.71,83,84.14,90.29,102,119.29,142.14,159.57,188.14,232.29,303.43,382.14,442.57,499.29,569.14,643.29,697,749.86,791.29,825.29,863.29,903.57,928.29,946.29,955.57,960.43,966.29,970.29,972,976.14,-1,-1
IA,MUSCATINE,41.57,91.16,2.86,13.43,43.57,110.29,212.29,309.29,393.71,490,530.86,544.57,559.14,567.57,574.57,587.71,612.14,649,698.57,734.86,774.86,825.86,851.86,895.57,930.14,965.86,1004.14,1041.14,1072.43,1121.71,1173.29,1234.43,1346.86,1470.86,1632.86,1956.14,2357.71,2701.14,2930.14,3180.71,3312.43,3427.71,3514.86,3635.43,3770.71,3887.29,3967.57,4015.57,4054.71,4109.14,4143.57,4210.14,4263.57,4318.43,4369.86,-1,-1
