state,county,latitude,longitude,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
NE,CHASE,40.46,101.71,0.43,1,1,1,1,1,1,1,1.86,4,5.43,6.29,7.86,10.71,11.29,15.29,16.43,19.14,23,30.14,77.43,117,142.29,159.71,189.43,226.14,244.71,264.86,281.29,293.14,304.86,339.71,368.29,391,407.57,422,429.86,439.14,442.71,442.71,442.86,448,450.71,451.57,455.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,CHERRY,42.16,100.18,1,1,1,1,1,1,1,1,1,1,1,1,1.29,2,3,3,4.29,4,4,4.43,7.71,23.43,34.57,38.14,45.57,49.43,53.29,56.29,62.71,71.14,87,114.43,149.29,171,191.86,211.86,233.86,246,248.43,252.14,256.14,258.71,261.71,264,265.14,265.57,266.29,266,266,267,271.43,-1,-1,-1,-1
NE,CHEYENNE,41.4,102.97,0.43,2.14,4,5.43,6.71,8.29,9,9,9,9.86,10.29,14.43,18.29,19.14,20.71,21.57,23.14,25.86,26,26.29,27.43,28.29,29.71,31.71,35.57,38.14,45.43,52.71,72.43,89.86,128.71,199,331.43,423.43,522,594.29,637.57,685.71,727,759.14,780.57,793.14,825,846.71,863.86,874.43,876.86,888.29,907.43,909.14,911.43,-1,-1,-1,-1
NE,CLAY,40.39,97.83,0.14,2.29,4.43,7,12.57,15.71,20.29,23,24,24,24.14,27,27,27.57,32.14,39.14,45.14,48.43,50,50.57,54.14,58.86,63.29,64.43,70.14,76.57,89.29,110.14,136.71,171.29,208,243.14,302.43,361.86,403.86,458.29,489.29,515,536.14,564.86,589.14,601.14,618,637.43,646.43,649.29,649.14,652,659.71,671.43,672.43,-1,-1,-1,-1
NE,COLFAX,41.72,97.12,0.43,3.14,4,6.14,63.86,298.71,451.86,554.29,606,624.57,640.71,651.86,662.43,668.29,673.14,680.86,685.86,690.57,697,704.43,705.86,716.71,729.86,736.71,749.57,767.71,792,804.43,838.43,877.57,928.29,1002.57,1097.86,1187.43,1266.71,1328,1370.14,1387.43,1411.71,1435.29,1461.43,1488,1507.29,1519.14,1527.71,1533.86,1540.71,1545.14,1550.43,1554,1556.86,1559.14,-1,-1,-1
NE,CUMING,42.01,96.57,0.57,2,2,2.43,5.14,10.29,15.14,21.86,31,33.29,34,34,34,35.43,37.43,38.86,43.29,51.29,63.71,68.86,73,77.43,88.43,101,109.14,127,157.86,194.14,223.14,256.57,298.86,350.29,420.29,505,575.86,616.14,654.86,711.29,756.71,807.29,857.71,895.71,919.71,947.43,960.29,977.57,982.57,982.86,985.14,988,994.86,1007.43,-1,-1,-1
NE,CUSTER,41.61,99.86,1.29,15.86,19.71,21.86,30.57,33.29,35,36,36,39,39,39.57,40,40.14,40,40.14,42.14,42.86,48.29,59,67,74.14,76.71,79.29,81.29,87.71,107.71,145.14,177.57,217.86,257.29,308,357.86,437.57,483,533.43,580.14,612.43,628,651.29,697.71,728.14,757.71,773.29,796.43,810.86,821.43,830.29,836.14,837.29,840,-1,-1,-1,-1
NE,DAKOTA,42.32,96.49,0.57,20.29,300.29,800.43,1249.57,1496.43,1586.86,1659.29,1702,1731.57,1748.14,1763.71,1786.71,1806.86,1866.14,1882.14,1897.86,1917.86,1936.57,1951.71,1986,2038,2073.14,2127,2195.71,2278.71,2368.29,2468.71,2535.57,2625.57,2729.14,2848.43,3023.71,3150.14,3299,3416.43,3490.14,3535.57,3599.29,3658.86,3714,3757.43,3789.43,3810.57,3827.57,3842.57,3861.29,3892.43,3912.43,3954.71,3980,-1,-1,-1,-1
NE,DAWES,42.82,103,0.86,1.29,1,1,1,1,2,2.71,4.71,4,4,4.14,8.29,10.29,20.86,54.86,79.43,96.86,110.86,116.29,125.57,139.57,166.86,196,234.14,275.14,334.14,391.43,436.29,463,482.86,507.86,526.57,538.71,554.14,568.43,585.86,612.86,630.29,653.29,674,686.43,698.43,709,716.43,721.57,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,DAWSON,41.01,99.62,0.29,1,1,8.57,84.29,328.29,516.71,697.57,788.14,817.29,834.86,841.86,844.43,848.71,855.71,860.86,872.71,881.43,907.29,942.71,957.71,970,985.71,1000.43,1022.14,1044.71,1065,1079.43,1102.14,1132.43,1188.57,1255.14,1343,1482.86,1667.71,1839,1973.43,2119.14,2235.86,2314,2401.43,2482.14,2574,2612.57,2661.14,2684.43,2710.14,2733.43,2755.29,2778,2790.71,2808,2821.29,2839.29,-1
NE,DEUEL,41.06,102.07,1.71,1,1,1.86,2,2.43,2.14,3,3,4,4,4,4,6,8,12.29,18.29,27.14,31.57,38.43,48.86,56.86,64.71,66,70.29,75.86,79.86,84.14,89,89,89.71,92,91.71,97,98.57,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,DIXON,42.41,96.84,1,5.57,16.71,24.71,26.14,25.57,29.57,34.57,39.57,44,48.29,51.57,56.71,56.29,56,57,57.14,57,58.29,64.14,70.86,78.71,85.71,94.86,122.57,141,153.14,166.14,188.43,241.71,320.43,373.43,411.29,431.86,455,475.71,486.43,494.57,505.86,520.57,531.14,539.86,551.29,558.43,561.14,562.29,568.29,577.29,586.29,-1,-1,-1,-1,-1,-1
NE,DODGE,41.44,96.49,0.71,4,7,12.14,28.43,57.57,129.14,192,289.14,406.14,512.29,594.14,641.57,665.29,687.29,701.86,716.14,728.71,749.71,784.29,823.71,854.14,883.43,923,965,1030.14,1127,1229.71,1322.43,1424.57,1515,1655,1889.29,2175,2467.71,2736.86,2981.57,3215.29,3415.14,3582.29,3735.86,3905,4105.57,4219.43,4326.43,4435.14,4525.57,4580.43,4617.14,4654,4691.14,4718,4742.43,-1,-1
NE,DOUGLAS,41.36,96.15,30.57,96.57,175.71,259.86,314.86,496.71,978.57,1655,2503.86,3291,4433.71,5226.14,5876.71,6483.14,7123.57,7619.71,8238.29,8876,9776.57,10627.14,11435.57,12195.86,12786.71,13509.86,14030.43,14597.86,15300.14,16158,17244.14,18513.14,20278.14,21930.71,24059.71,27530.86,32180.71,36668.71,40698,44590,47421.14,50009.29,52057.86,54527.57,56887.43,58586.71,60278.14,61325.86,62127.14,62857.86,63430.57,63918.57,64520.29,65028.57,65583.71,-1,-1
NE,DUNDY,40.05,101.53,0.29,1.14,1,1,2,4.86,7.57,9,9.86,10.86,11.29,13.71,15.14,16.86,21.43,30.71,38.71,46.57,55.86,63.29,76.71,84.71,90.71,95.57,105.86,120,132.14,143.57,153.71,166.57,170.86,175.43,177.43,176,177.14,178.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,FILLMORE,40.64,97.44,0.14,1,2,3,4.14,5,6.14,7.29,10.57,13,13.43,14.71,18.86,20.14,21.14,23.29,24.43,28.71,29.86,31.14,35.43,45.86,51.71,55.43,58,64,76.43,94.29,129,187,253.86,300,335.14,364,381.43,397.43,403.29,412.71,427.43,447.14,455.29,456.43,460.71,464.29,467.29,470.71,473,474.71,476.57,-1,-1,-1,-1,-1,-1
NE,FRANKLIN,40.09,99.03,0.29,2.86,3,3.57,5,5,5.29,6,6,6,6,6,6.57,7.71,8,8,8.71,10,13.14,15.71,17.29,19.71,20,20.57,23.86,30.86,46,61.71,78.71,90.86,100.86,123.86,145.86,164.43,172.86,180.14,184.29,192.86,206.29,211,214.71,217.57,221.43,224.86,227.43,229,229.57,233.29,235.71,235.29,235,-1,-1,-1,-1
NE,FRONTIER,40.63,100.51,0.43,1,1,1,1,1,1,1,1,1,1,2,2.57,3,3,3,4,5.57,6.14,6,6.29,7,8.43,12.29,21.86,29.86,38.29,47.43,58.86,82.43,101.86,114.43,124.14,130.43,138,146.14,158.57,164.86,171.86,181.29,182.43,183.43,184.71,187.43,189,188.43,188,189,-1,-1,-1,-1,-1,-1,-1
NE,FURNAS,40.3,99.89,0.71,2,3.29,4,4.86,6.43,8.43,9,9,9,9.86,10,10,10.29,12.29,14.71,15,16,17.71,23.43,27.86,29.43,33.14,38.57,42.86,56,73.43,88.14,104.86,141.29,181.86,215.86,251,289.86,323.86,339.14,349,361.57,377,389.71,418.71,452.57,470.86,479.43,484.71,490.29,493.43,496.57,496.57,496,-1,-1,-1,-1,-1
NE,GAGE,40.45,96.51,6.57,25,27.29,29.86,37.57,40.29,41.71,43.86,44.71,45,45,46.57,49.43,55.57,62.57,69.57,73.29,80.43,88.14,96.86,113.43,128.71,139.71,162.86,197.29,240.14,287.71,328.71,414.14,515.86,590,733.43,972.14,1137.43,1283,1489.14,1626.14,1713.57,1774,1845,1893.71,1942.57,1985.57,1998.86,2017,2045,2066.14,2079,2090.57,2111.71,2122,2133.14,-1,-1,-1
NE,GARDEN,41.33,102.14,3.43,4,4,4.14,4,4,4,4,4,4,4,5.14,6.71,7.71,8.86,9,9.43,11.43,13,15,18.29,32.29,51.43,62.29,68.43,75.29,81.71,85,85.43,87.43,90.86,95.29,100.14,102.43,104.86,106.86,108,108.71,109,111.14,111.71,111,111.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,GARFIELD,41.78,99.13,0.71,1,1,1,1,2.14,3,3,3,3.29,5.29,6,6,6,6,6.86,10.14,11.14,12.43,17.71,24.14,34.14,54,65.29,88.86,104,109.86,114.86,123.71,126.86,127.14,128.43,133.43,138.86,141.29,141.43,143,143,143,144.14,144.57,144.43,144.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,GOSPER,40.58,99.86,1,1,1.29,6.57,8.57,11.57,12.57,13,13,13,13,13,13,13,13,13,13,13.86,18.14,19.29,21.57,22.57,23.71,25.43,30.71,33.43,37.71,46.71,51.29,55,59.57,67.29,83.86,95.71,104.86,109,122.71,137.43,150.43,156.29,163.57,167.43,172.86,176.43,177.57,178.71,177.71,177.71,179.57,181,180.43,180.14,-1,-1,-1
NE,GRANT,42.02,101.93,0.43,1,1,1.86,2,3.57,4.14,5.29,7.14,12.86,17.29,19.43,21,22.14,23,23,23,23,22.14,22,25.57,29.71,34.43,35.14,36.43,37,37.29,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,GREELEY,41.68,98.36,0.43,1.86,2,2,2.14,2.29,2.29,3,3,3,3,4.71,5.14,6.43,8,9,10,9.86,10.86,12.14,15.14,20.29,24.29,31.71,36.43,42.14,45.29,47.43,53.29,69.71,97,119,129.57,151.86,167.29,177,177.86,178,181.14,184.57,192.14,202.29,203.14,205,205,206.29,208.14,209.29,208.29,-1,-1,-1,-1,-1,-1
NE,HALL,40.92,98.36,1.71,22.86,98.43,341.43,684.43,1050.43,1303.57,1387.71,1451.57,1488.71,1541,1572.29,1585.14,1594.86,1602.71,1618.29,1644.29,1672.14,1711.71,1748.86,1772.57,1802.29,1831.14,1876.43,1906,1945.86,1989.86,2056,2154.29,2339,2504.14,2713.71,3014.71,3465.57,3967,4513.71,4921,5251.29,5499.57,5682.71,5818.43,6041.43,6266.14,6442.71,6589.29,6732.86,6880.14,6978.43,7075.57,7234,7359.57,7475.43,7547.43,-1,-1
NE,HAMILTON,40.86,98,3,9.29,16.43,36.14,48.57,51.86,53.57,57.43,59.71,61,61,61.57,63.71,66.57,71.29,76.71,85,94.14,99.57,102.43,105.71,106.43,110.14,112.43,117.71,130.57,147,175.71,208.71,235.57,254.57,297.43,368.86,463.29,542.29,598.71,639,675.43,700,715.14,757.43,798.29,822.29,847.86,866.57,879.43,882,885.57,889.86,902.71,905.29,907.71,-1,-1,-1
NE,HARLAN,40.1,99.36,0.86,1,1,1,1,1,1,1.43,1.86,4,7.43,8,11.71,20,24.29,29.71,42.29,52,60.14,71.57,92,112.14,132.43,148.86,160.43,166.71,174,178.14,182.14,188,195,199.57,201.86,203.43,204.86,206.14,208.71,210,211.29,212.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,HAYES,40.51,101.02,1.14,4,14.71,21.43,25.71,29,33,39.57,43.14,46.29,49.29,50.43,53.29,55,55.29,56.43,58,58,58.14,59,59,59,58.43,58,57.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,HITCHCOCK,40.22,100.83,0.29,1,1,1,1,1,1,1,1,1,1,1,1,1,1.14,1,1,2,2,2,3,4,5.57,11.43,22.14,32.86,44,56.14,67.57,80,90.71,107.86,130.71,149,166.71,174.43,180.43,192.71,210.71,215,227.29,231.29,242.14,248.43,248.57,247.14,247.29,245.29,-1,-1,-1,-1,-1,-1,-1
NE,HOLT,42.23,98.96,0.43,1,1,1,1,1,1,1.43,3,3,4,4,5.71,8.14,12.71,13.86,15.71,19.71,25.14,35.43,49.14,74,110.29,152,210.14,263,319.43,386.29,451.14,489,519.57,549.57,575.71,611,645,675.57,693.57,720.86,741.57,753.43,760.14,769.57,774.71,789,791.43,795.71,795.71,798.14,-1,-1,-1,-1,-1,-1,-1
NE,HOOKER,42.04,101.04,1.29,2,2.43,4,4,4,4,4,4,5.86,7,7,8.14,13,14.71,18.86,20.86,23.57,29,38.71,42,44,46.43,47.14,46,46.71,47,47.43,48.86,49,49,49,49.57,50.71,51,51,51,52,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,HOWARD,41.07,98.71,3.43,10.71,17.71,22.86,34.71,38.86,41.71,43,44.29,44.57,46,45.14,48,50.43,52.14,54.86,55,56,59.71,63.57,65.57,72.29,88.57,96.43,106.29,116.14,126.86,139,171.86,207.86,247.71,318.43,352,389.86,409.14,439.14,455,471.14,480.43,490.29,495,505.29,510.71,514.86,520.14,523,527.57,529,528.57,-1,-1,-1,-1,-1,-1
NE,JEFFERSON,40.32,97.29,0.14,3.43,4,5.71,6,6,7,8.86,9,9,9.71,10.29,11.43,12.57,13.14,15,18.29,18.71,19,21.43,25.57,27.71,29,33.86,38.43,55.14,79,93.57,126.29,206.71,272.29,346,404.29,472.71,516.86,541.14,551.29,566.86,582,599.71,607.57,610.57,618,622.71,627.29,627.57,627.29,626.71,628.57,-1,-1,-1,-1,-1,-1
NE,JOHNSON,40.51,96.16,0.71,1.14,2,3.43,4,5,6.71,7,6,6,6,6,6.43,7,7.57,9.29,11.14,12.29,13.57,18,21.14,24.57,29.29,34.43,40.86,56.71,71.86,82.57,93.86,102.71,120.86,150.86,265.71,302.71,319,348.43,416.29,478.14,518.43,549.57,581.29,596.86,608.57,613.43,616.57,625.71,626.71,628.29,629.57,630.57,635,-1,-1,-1,-1
NE,KEARNEY,40.47,99.12,0.29,1.14,2.29,3,3.86,4,5.43,8.43,11,11.29,11.29,12,12,12.71,13.71,17,18,19.14,22.43,39,60.57,86.43,100.29,112,120.14,129.57,138.29,147.14,162.57,212.71,242.29,257.14,275.29,324.57,408.57,466.57,496.86,530.86,544.43,559.57,571.29,587.43,597.57,610.43,629.29,639.43,647.86,650.57,656.43,663.57,669.57,670.71,670.43,-1,-1
NE,KEITH,41.09,101.88,0.43,1.57,2,2,2,2,2,2,2.57,4,4.29,7,12.14,17.86,20.71,33.14,43.29,46.43,47.57,50.14,56.71,63.43,66.14,71.29,79.14,93.29,115.43,144.14,206.29,299.57,375.43,429.71,480.43,520.43,550.29,584.43,613.29,629.43,637,643.86,651.86,656,659.86,673.86,680,684.57,689,696.57,-1,-1,-1,-1,-1,-1,-1
NE,KEYA PAHA,42.94,99.4,1.29,1,1.43,3.43,4.57,5,5.71,8,8.71,9,9.71,13.43,17.14,20.43,23,29.29,35.86,38,38,38,38,41.29,42.57,43,46.14,47,47.43,47.57,48.43,49.86,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,KIMBALL,41.23,103.89,2.14,8.43,9.71,10,10,10,10,10,10,10,10,10,10,10.29,11,13.14,14.86,15,15,15,14.86,15,15,15,15,15,17,23.57,30.14,40.43,54.57,77,102,137.71,157,180.57,227.43,290.29,316.86,332.57,344.43,356.57,364.57,371.14,382.29,399.43,402.14,404,407.57,410,411.29,412.57,-1,-1,-1
NE,KNOX,42.59,97.64,1.14,2,2,2,1.29,1.57,3,5.86,8,8.29,9,9.86,11.71,16,20,23,24.57,25.14,27.14,30.86,34.43,41.71,51.86,66.14,81.43,97.86,140.14,170.43,197.14,224.43,240.71,258.14,294,331.14,363.14,404.29,445.57,495.86,600.43,641.14,660.86,691.71,739.57,766,797.57,804.71,820.14,833.71,834.86,840.71,843.71,846,853.86,-1,-1
NE,LANCASTER,40.68,96.5,0.71,5.14,19.43,50,73.86,127.43,312.71,577.57,788.29,1030.14,1188,1327.86,1459.29,1596.14,1687.14,1829,2086,2399.86,2754.86,3073.57,3289,3448,3609.29,3929.57,4416.57,5042.57,5621.14,6198.71,6782.14,7369.57,8023,8759,9619.57,10862.57,12555.71,14338.57,16316.14,18313.43,19792.71,20860.43,21843,22943.14,24104.57,25111.57,26049.86,26646,27108.43,27465.43,27801.86,28123.57,28469.29,28792.57,29106.29,29437.43,-1
NE,LINCOLN,41.13,100.77,3,10.86,16.71,17.43,18.57,26.29,36.71,41.29,46.29,47.14,47.86,51.43,53.71,54.14,57.86,64.29,63.43,72.86,88.14,101.29,158.57,232,263.71,307.14,339,351.29,364.86,448,514.86,615.71,754.43,940.43,1228.57,1616.43,1918.29,2200.14,2416.57,2621.14,2799.14,2908.57,3000.43,3115.29,3226.71,3308.29,3386.86,3437.57,3477,3513,3557.14,3583.43,3597.43,3617.43,3631.57,-1,-1
NE,LOGAN,41.47,100.51,1.43,3,4.14,5.71,6,6.14,6.43,7,7.86,9,10.43,14.14,19.57,28.43,43.71,49.71,53.14,57.86,62.29,68.14,69,70.14,71.14,72.43,73.57,74.29,75.43,76.29,76.14,76.86,78.43,78.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,LOUP,41.76,99.38,1,2,2,2.71,3,3,3.43,5,6.43,8,11.57,15.29,26.14,30.14,32.43,33,33.86,34,35.43,37.29,37.29,38,39.29,40,40,40,40,40,40,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,MADISON,42.03,97.41,1,3.57,5.57,6.86,32.14,112.43,209.29,267.57,290.29,313.57,327.14,335.86,346,357.14,369.57,382.43,396.86,404.57,418,447.29,494.43,538,574.29,635.71,695.71,765,830.43,885.14,980.71,1069.43,1237.29,1498.14,1845.86,2169.71,2664.29,2979.86,3254.57,3484.57,3630,3682.43,3827.14,3875,3912.86,4122,4222.57,4259,4286.14,4297,4297,4297,4297,4396.43,4430.14,-1,-1
NE,MCPHERSON,41.55,100.94,1.71,3,4,4,4.71,5.57,6,6,6,6,6,6,6,7.29,7.86,9.71,10,10.86,12,14.71,15,16.43,17.57,19,21,21,21.57,23,24.43,24.57,26,26.57,27.71,28,30,29.29,29,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,MERRICK,41.21,97.83,1.57,2.57,7.29,10.43,16.86,22.14,28.43,32.14,32.71,34.86,36.14,37.29,38,39,39,40.57,43.57,51.57,61.57,62.29,63.14,66.71,74.57,77.71,80.57,80.57,88.29,104,118.86,135.43,169,238.57,323,419.43,468.57,514.29,537,560.29,578,602.71,645.57,687.71,707.43,710.14,715.57,729.43,740,746.57,749.71,751.43,753,-1,-1,-1,-1
NE,MORRILL,41.59,102.85,0.14,1,1,2.43,8.57,10,10.29,11,11,11.86,14,28.43,47.71,52.29,53.57,56.71,58,58.86,62.57,63.43,64.86,67.14,71.29,75.14,77.86,79,81,93.86,106.57,135.29,173.57,221.86,286.86,346.14,365,384.71,395.43,400,410.14,430.14,436.43,441.57,448.86,461.43,469.43,475.57,482.43,487.43,489.43,492.29,-1,-1,-1,-1,-1
NE,NANCE,41.47,98.06,0.14,1,1.14,3.43,4,4.14,4.71,4,4,4,4,4,4,5.86,6,6.86,8,8.29,10.43,11,11.43,14.43,18.43,29,48.71,57.57,65.29,73.57,87.29,122.57,159.71,200.14,250.43,288.57,321.43,337.71,343.43,346.86,353.43,357.86,360.86,365.86,368.14,368.71,371.29,374.86,377.71,378.29,381.71,387.14,-1,-1,-1,-1,-1
NE,NEMAHA,40.38,95.84,0.29,1,1,1,1,1,1,1,2.29,3,3.14,4,4,4.71,5,5.57,5.14,6.71,11,19,28.43,46.29,59.29,77.71,96.86,107.14,113.57,122.29,135.14,145.43,157.29,163.71,173.71,215.29,245.29,277.86,305.57,363.29,414.14,434.71,459.71,482.86,517.43,538.29,553.14,569.71,576.57,582,590,599.14,605.14,610.43,618.57,625,-1
NE,NUCKOLLS,40.01,97.92,1,1,1,1,1,1,1.29,1.29,3,4.14,5,5,5.29,6.57,8.29,10.29,12,13,14.14,16.43,18,43,71.57,95.86,117.57,140.29,162.14,190.71,224,257.71,279.86,293.29,298.14,302.86,319.43,330.29,343,354.86,369.71,377.14,379.86,382.71,390.14,407.14,418.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,OTOE,40.53,96.29,0.43,1,1,1,1.29,2.43,3.57,6,6.29,8,11.29,13,15.14,22.43,26,29.29,35.86,39.86,43.57,57,76.57,99.57,121,127.14,131.71,143.29,166.29,198.86,237.43,273.14,308.86,381.57,489,629.14,711,780.57,853.86,907.86,956.57,997.86,1041.86,1096.29,1146.14,1179.57,1217.43,1254.71,1278.29,1304.86,1325.29,1338,1347.71,1357.43,-1,-1,-1
NE,PAWNEE,40.14,96.34,0.57,1,3.71,7.14,9,8.86,10,10.14,12,12.86,15.14,18.57,20,21.86,25.71,28,32.29,39,53.43,68,85.71,115.29,139.14,151.71,153.71,160.43,171.71,176.71,182.86,185.86,192.86,199.14,207.14,213,218.86,221.86,226.57,231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,PERKINS,40.84,101.38,8,12.86,17.71,20,24.57,28.71,30,31.43,32.86,33.29,33.14,34.57,37.14,41.29,47,54.71,89.57,112.14,132.14,157.14,186.71,199.29,212.71,226.86,238.86,250.86,255.29,256,256.86,259.43,261.14,263.14,264,269,272.71,273.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,PHELPS,40.36,99.47,0.71,1,1,2,9,10.57,13.86,19.14,20,20,20.29,21.71,24.57,26.71,27,30,32.29,35.86,39.14,46.43,54.43,69.86,79.71,91.57,103.43,108.86,141.86,183,247,293.71,331.14,378.29,442.14,512.14,560.14,614.43,654.14,688.71,720.71,761.86,809.71,831.86,855.71,873.57,894.14,906.43,916.43,930.43,937.14,943,946.43,-1,-1,-1,-1
NE,PIERCE,42.1,97.45,0.29,1,1,1,1.29,1,1.57,4.29,6,6,6,7,8.43,10,12.71,16.43,17.57,19,33.71,52.57,58.86,64.57,78.86,93.71,102.86,110.29,117,143.14,172.29,215.14,268,317.71,372.71,418.71,447.14,473.57,499,519.43,533.57,546.86,563.29,572.43,576.86,584.86,594,598,598.43,602,604.14,605.57,606.29,-1,-1,-1,-1
NE,PLATTE,41.43,97.35,0.86,4.29,5.86,7.43,29.86,162.57,352.71,454.29,526.71,579.57,624.43,643.57,650.86,660.43,671,692.14,710.43,735.57,766.29,792.43,809.86,831.29,861.57,904.57,960.43,1018.29,1097.86,1180.14,1249.29,1393.71,1536,1774.86,2091.29,2528.86,2907.86,3109.29,3266.57,3368,3429.71,3482.29,3531.14,3605.14,3670,3725.57,3757.43,3788.43,3824.43,3838.29,3855.29,3871.29,3884.86,3894.29,-1,-1,-1
NE,POLK,41.17,97.54,0.14,2.14,5.57,5.71,9.29,9,9,9.29,11,11.43,12,12,12,12.86,13,15.29,21,24.57,26.57,28.14,31.29,33,35,43.29,51.43,61,89.29,132.71,172.86,214,240.57,289.29,344.14,392,417,434.71,447.57,457.43,461.71,477.43,489.71,496.71,506.86,520.57,534.14,548.71,560,564.57,566.29,572.14,576.14,-1,-1,-1,-1
NE,RED WILLOW,40.2,100.62,0.29,1,2.43,4.43,5,5,5,5,5,5.71,6,6,8,8.71,11.29,13.86,16.14,17.29,17.71,18,19.14,20.43,23.29,29.29,43.57,79.29,125,176.71,236.86,308.43,378.86,469,549.86,648.71,765,836.86,891.71,937.43,987.71,1050.29,1089.57,1125.57,1142.29,1154.57,1162.29,1175.29,1180.29,1180.14,1182.43,1187.71,-1,-1,-1,-1,-1
NE,RICHARDSON,40.13,95.82,0.57,1,1,1,1,2.29,5,5,5.71,9.71,13,18.14,20.57,24.43,27.57,31,35.57,41.71,48.71,52.57,57.71,65.29,77.29,89.29,105.86,150.29,201,262.71,330.43,378.14,420.43,436.43,467.86,507.14,534.86,562.57,583.29,595.86,597.71,606.57,610.57,628.29,646.71,665,681.71,697,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,ROCK,42.58,99.53,0.57,1.29,2,2,2,2,2.57,3,3.14,5.43,13.57,23.57,35,39.71,44,47.29,49.86,53.14,57.57,63.29,68.43,73.43,78.71,81.86,88.71,93,98,98.57,99.43,100,99.29,99,99,99.86,100.14,100.57,102,102,102,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,SALINE,40.62,96.95,1.29,13.43,100.29,268.86,374.57,438.57,483.71,505,517.29,522.14,528.86,534.86,541.86,548.86,560.29,574.71,587.57,596.86,604.29,621.14,637.29,651,672.43,704.57,745.29,775,807.71,859,931.57,1018,1133.29,1276.14,1411,1508.71,1603.43,1657.14,1703.29,1731,1766.29,1801.43,1835.71,1859.57,1870.14,1878.57,1903.71,1909.14,1914.43,1930.57,1945.71,1959.86,-1,-1,-1,-1,-1
NE,SARPY,41.15,95.92,2.57,12.29,30.14,42.29,52.43,86.57,148.71,237.57,338.57,449.57,622.57,774.14,895,1016,1125.86,1234.86,1359.14,1523.14,1756.71,2033.71,2265.29,2479.14,2674.71,2827.71,2959.71,3144.14,3383,3642.71,3972.29,4422.14,5098.71,5610.14,6320.71,7440.71,8851.57,10275,11503,12756.57,13762.86,14629.43,15314.86,16107.86,16817.14,17409.43,17974.14,18349.43,18742.29,19263.43,19577.86,19879.57,20144.71,20395.86,20617.71,-1,-1
NE,SAUNDERS,41.04,96.37,0.14,2,3.43,5.29,6,8.71,10.29,11.29,18.29,25.86,35.43,48.86,56.29,61.57,71.43,79.14,89.14,100.57,112.57,131.43,155.71,173.71,189.43,218.43,258.57,312.71,396.14,461,516.71,556.57,603.14,651,717.29,835.86,972.43,1112.57,1255,1421.86,1539.57,1626,1705.29,1805.57,1916.57,2048.71,2113.14,2168.71,2228.29,2276.57,2298.43,2323.57,2338.43,2351.86,2361.86,2374.71,-1
NE,SCOTTS BLUFF,41.82,103.66,2.14,8.14,15.86,22.86,28.71,37.14,47.29,56.43,79.29,120.29,155.71,181.86,200.86,216.71,231.43,245.57,263.71,277.57,294.57,306.14,319.86,344.57,365.29,381.14,395.43,407.86,425.86,451.86,490.14,601.29,834.86,1273.29,2010.86,2649.14,3116.86,3474.57,3718.14,3869.14,4003.29,4098,4171.14,4232.43,4291,4335.43,4367.29,4395.43,4424.14,4453.29,4470.57,4510.14,4543.71,4579,-1,-1,-1
